Time (ms),Throughput (Mbps),UE,Scenario,Num_UEs,Repetition
860,1.8873,13,cb,10,1
860,1.08663,14,cb,10,1
860,1.60134,16,cb,10,1
860,0.11438,17,cb,10,1
860,1.08663,19,cb,10,1
860,2.23044,21,cb,10,1
870,1.13383,6,cb,10,1
870,1.73058,3,cb,10,1
870,1.49188,8,cb,10,1
870,1.07415,10,cb,10,1
870,1.79025,13,cb,10,1
870,0.9548,14,cb,10,1
870,0.4774,16,cb,10,1
870,1.79025,17,cb,10,1
870,1.37253,19,cb,10,1
870,1.79025,21,cb,10,1
880,1.65459,6,cb,10,1
880,1.1411,3,cb,10,1
880,1.54048,8,cb,10,1
880,0.85582,10,cb,10,1
880,2.79569,13,cb,10,1
880,1.25521,14,cb,10,1
880,1.1411,16,cb,10,1
880,0.57055,17,cb,10,1
880,1.08404,19,cb,10,1
880,1.88281,21,cb,10,1
890,1.60111,6,cb,10,1
890,1.65829,3,cb,10,1
890,2.05857,8,cb,10,1
890,1.37238,10,cb,10,1
890,2.40166,13,cb,10,1
890,0.91492,14,cb,10,1
890,1.20083,16,cb,10,1
890,1.82984,17,cb,10,1
890,1.20083,19,cb,10,1
890,1.37238,21,cb,10,1
900,2.22605,6,cb,10,1
900,2.22605,3,cb,10,1
900,1.76942,8,cb,10,1
900,0.79909,10,cb,10,1
900,1.76942,13,cb,10,1
900,1.3128,14,cb,10,1
900,1.3128,16,cb,10,1
900,0.74202,17,cb,10,1
900,0.91325,19,cb,10,1
900,2.05481,21,cb,10,1
910,1.79713,6,cb,10,1
910,1.19809,3,cb,10,1
910,1.85704,8,cb,10,1
910,1.19809,10,cb,10,1
910,2.45608,13,cb,10,1
910,1.19809,14,cb,10,1
910,1.01838,16,cb,10,1
910,1.3778,17,cb,10,1
910,0.83866,19,cb,10,1
910,2.09665,21,cb,10,1
920,2.3327,6,cb,10,1
920,1.1948,3,cb,10,1
920,1.76375,8,cb,10,1
920,0.68274,10,cb,10,1
920,1.87754,13,cb,10,1
920,1.1379,14,cb,10,1
920,0.73964,16,cb,10,1
920,0.85343,17,cb,10,1
920,0.96722,19,cb,10,1
920,1.76375,21,cb,10,1
930,2.40649,6,cb,10,1
930,1.77622,3,cb,10,1
930,2.46379,8,cb,10,1
930,1.26054,10,cb,10,1
930,2.3492,13,cb,10,1
930,0.68757,14,cb,10,1
930,1.31784,16,cb,10,1
930,1.14595,17,cb,10,1
930,1.31784,19,cb,10,1
930,1.77622,21,cb,10,1
940,1.88338,6,cb,10,1
940,1.76924,3,cb,10,1
940,1.88338,8,cb,10,1
940,1.31266,10,cb,10,1
940,1.88338,13,cb,10,1
940,0.97023,14,cb,10,1
940,0.97023,16,cb,10,1
940,0.68487,17,cb,10,1
940,1.08437,19,cb,10,1
940,1.19851,21,cb,10,1
950,1.73547,6,cb,10,1
950,1.25672,3,cb,10,1
950,1.97484,8,cb,10,1
950,1.13703,10,cb,10,1
950,2.63312,13,cb,10,1
950,1.25672,14,cb,10,1
950,1.01734,16,cb,10,1
950,1.19687,17,cb,10,1
950,0.71812,19,cb,10,1
950,1.85515,21,cb,10,1
960,1.25676,6,cb,10,1
960,1.85521,3,cb,10,1
960,2.03475,8,cb,10,1
960,0.83784,10,cb,10,1
960,2.69305,13,cb,10,1
960,0.89768,14,cb,10,1
960,0.95753,16,cb,10,1
960,0.83784,17,cb,10,1
960,1.13706,19,cb,10,1
960,1.25676,21,cb,10,1
970,2.56801,6,cb,10,1
970,1.85135,3,cb,10,1
970,1.31386,8,cb,10,1
970,1.19442,10,cb,10,1
970,2.74717,13,cb,10,1
970,1.37359,14,cb,10,1
970,1.55275,16,cb,10,1
970,1.43331,17,cb,10,1
970,1.19442,19,cb,10,1
970,1.25414,21,cb,10,1
980,2.52193,6,cb,10,1
980,1.83413,3,cb,10,1
980,2.57925,8,cb,10,1
980,0.80243,10,cb,10,1
980,2.57925,13,cb,10,1
980,1.14633,14,cb,10,1
980,0.0,16,cb,10,1
980,1.08902,17,cb,10,1
980,1.14633,19,cb,10,1
980,1.94877,21,cb,10,1
990,2.57012,6,cb,10,1
990,1.94187,3,cb,10,1
990,1.6563,8,cb,10,1
990,1.54207,10,cb,10,1
990,0.97093,13,cb,10,1
990,1.02805,14,cb,10,1
990,1.88475,16,cb,10,1
990,1.02805,17,cb,10,1
990,0.85671,19,cb,10,1
990,1.59918,21,cb,10,1
1000,1.93935,6,cb,10,1
1000,2.56679,3,cb,10,1
1000,0.17112,8,cb,10,1
1000,0.62744,10,cb,10,1
1000,1.19784,13,cb,10,1
1000,0.79856,14,cb,10,1
1000,0.05704,16,cb,10,1
1000,0.79856,17,cb,10,1
1000,1.1408,19,cb,10,1
1000,1.54007,21,cb,10,1
1010,1.97682,6,cb,10,1
1010,1.97682,3,cb,10,1
1010,1.25797,8,cb,10,1
1010,1.31788,10,cb,10,1
1010,0.95846,13,cb,10,1
1010,1.19807,14,cb,10,1
1010,2.27633,16,cb,10,1
1010,0.83865,17,cb,10,1
1010,1.13817,19,cb,10,1
1010,1.37778,21,cb,10,1
1020,2.51733,6,cb,10,1
1020,1.888,3,cb,10,1
1020,1.20146,8,cb,10,1
1020,0.85818,10,cb,10,1
1020,0.51491,13,cb,10,1
1020,0.97261,14,cb,10,1
1020,0.0,16,cb,10,1
1020,1.20146,17,cb,10,1
1020,1.08703,19,cb,10,1
1020,1.888,21,cb,10,1
1030,2.15188,6,cb,10,1
1030,2.3312,3,cb,10,1
1030,1.13571,8,cb,10,1
1030,1.13571,10,cb,10,1
1030,1.67368,13,cb,10,1
1030,0.95639,14,cb,10,1
1030,2.21165,16,cb,10,1
1030,0.83684,17,cb,10,1
1030,0.83684,19,cb,10,1
1030,1.97256,21,cb,10,1
1040,2.39711,6,cb,10,1
1040,1.71222,3,cb,10,1
1040,1.42685,8,cb,10,1
1040,1.14148,10,cb,10,1
1040,0.62781,13,cb,10,1
1040,1.19855,14,cb,10,1
1040,0.17122,16,cb,10,1
1040,1.88344,17,cb,10,1
1040,1.3127,19,cb,10,1
1040,1.94052,21,cb,10,1
1050,2.33495,6,cb,10,1
1050,2.6197,3,cb,10,1
1050,0.5695,8,cb,10,1
1050,0.96815,10,cb,10,1
1050,1.4807,13,cb,10,1
1050,0.9112,14,cb,10,1
1050,2.33495,16,cb,10,1
1050,0.2278,17,cb,10,1
1050,1.2529,19,cb,10,1
1050,2.0502,21,cb,10,1
1060,2.05532,6,cb,10,1
1060,2.11241,3,cb,10,1
1060,1.54149,8,cb,10,1
1060,1.31312,10,cb,10,1
1060,1.19894,13,cb,10,1
1060,1.54149,14,cb,10,1
1060,0.0,16,cb,10,1
1060,1.54149,17,cb,10,1
1060,0.91348,19,cb,10,1
1060,1.99823,21,cb,10,1
1070,0.79964,6,cb,10,1
1070,2.62739,3,cb,10,1
1070,1.02811,8,cb,10,1
1070,1.02811,10,cb,10,1
1070,1.02811,13,cb,10,1
1070,1.02811,14,cb,10,1
1070,1.94199,16,cb,10,1
1070,0.91388,17,cb,10,1
1070,1.14235,19,cb,10,1
1070,0.74252,21,cb,10,1
1080,1.1945,6,cb,10,1
1080,1.01532,3,cb,10,1
1080,1.1945,8,cb,10,1
1080,0.9556,10,cb,10,1
1080,0.53752,13,cb,10,1
1080,1.13477,14,cb,10,1
1080,0.59725,16,cb,10,1
1080,1.07505,17,cb,10,1
1080,0.9556,19,cb,10,1
1080,2.1501,21,cb,10,1
1090,0.91588,6,cb,10,1
1090,0.85863,3,cb,10,1
1090,0.74415,8,cb,10,1
1090,1.14484,10,cb,10,1
1090,1.54554,13,cb,10,1
1090,0.68691,14,cb,10,1
1090,1.0876,16,cb,10,1
1090,1.03036,17,cb,10,1
1090,1.31657,19,cb,10,1
1090,2.63314,21,cb,10,1
1100,0.45734,6,cb,10,1
1100,0.74318,3,cb,10,1
1100,0.74318,8,cb,10,1
1100,1.25768,10,cb,10,1
1100,0.57167,13,cb,10,1
1100,1.14335,14,cb,10,1
1100,1.37202,16,cb,10,1
1100,1.48635,17,cb,10,1
1100,0.97185,19,cb,10,1
1100,2.05803,21,cb,10,1
1110,1.37024,6,cb,10,1
1110,1.42733,3,cb,10,1
1110,1.54152,8,cb,10,1
1110,0.97059,10,cb,10,1
1110,1.54152,13,cb,10,1
1110,1.14187,14,cb,10,1
1110,1.02768,16,cb,10,1
1110,0.8564,17,cb,10,1
1110,0.51384,19,cb,10,1
1110,1.42733,21,cb,10,1
1120,1.02775,6,cb,10,1
1120,1.08485,3,cb,10,1
1120,0.74226,8,cb,10,1
1120,0.57097,10,cb,10,1
1120,0.57097,13,cb,10,1
1120,1.08485,14,cb,10,1
1120,0.85646,16,cb,10,1
1120,1.37033,17,cb,10,1
1120,1.25614,19,cb,10,1
1120,1.02775,21,cb,10,1
1130,1.55431,6,cb,10,1
1130,1.31518,3,cb,10,1
1130,1.55431,8,cb,10,1
1130,1.2554,10,cb,10,1
1130,0.77715,13,cb,10,1
1130,0.89672,14,cb,10,1
1130,0.89672,16,cb,10,1
1130,0.9565,17,cb,10,1
1130,1.19562,19,cb,10,1
1130,1.13584,21,cb,10,1
1140,0.89203,6,cb,10,1
1140,1.01096,3,cb,10,1
1140,0.89203,8,cb,10,1
1140,1.1299,10,cb,10,1
1140,1.90299,13,cb,10,1
1140,1.01096,14,cb,10,1
1140,1.01096,16,cb,10,1
1140,1.1299,17,cb,10,1
1140,0.89203,19,cb,10,1
1140,0.89203,21,cb,10,1
1150,1.09199,6,cb,10,1
1150,1.14946,3,cb,10,1
1150,0.8621,8,cb,10,1
1150,0.97704,10,cb,10,1
1150,1.26441,13,cb,10,1
1150,1.32188,14,cb,10,1
1150,1.55177,16,cb,10,1
1150,0.97704,17,cb,10,1
1150,1.37935,19,cb,10,1
1150,0.91957,21,cb,10,1
1160,1.31763,6,cb,10,1
1160,1.07806,3,cb,10,1
1160,1.07806,8,cb,10,1
1160,1.07806,10,cb,10,1
1160,0.89838,13,cb,10,1
1160,0.11978,14,cb,10,1
1160,0.7786,16,cb,10,1
1160,0.47914,17,cb,10,1
1160,0.71871,19,cb,10,1
1160,1.43741,21,cb,10,1
1170,1.14265,6,cb,10,1
1170,1.14265,3,cb,10,1
1170,0.85699,8,cb,10,1
1170,0.91412,10,cb,10,1
1170,0.74272,13,cb,10,1
1170,1.82824,14,cb,10,1
1170,1.02839,16,cb,10,1
1170,1.65684,17,cb,10,1
1170,1.25692,19,cb,10,1
1170,0.74272,21,cb,10,1
1180,0.91371,6,cb,10,1
1180,1.02793,3,cb,10,1
1180,1.31347,8,cb,10,1
1180,1.37057,10,cb,10,1
1180,1.31347,13,cb,10,1
1180,1.14214,14,cb,10,1
1180,1.14214,16,cb,10,1
1180,0.62818,17,cb,10,1
1180,1.08504,19,cb,10,1
1180,0.57107,21,cb,10,1
1190,0.79933,6,cb,10,1
1190,1.0848,3,cb,10,1
1190,1.25609,8,cb,10,1
1190,1.19899,10,cb,10,1
1190,0.74223,13,cb,10,1
1190,1.02771,14,cb,10,1
1190,1.31318,16,cb,10,1
1190,1.31318,17,cb,10,1
1190,1.19899,19,cb,10,1
1190,1.54156,21,cb,10,1
1200,1.5534,6,cb,10,1
1200,1.07543,3,cb,10,1
1200,1.13518,8,cb,10,1
1200,1.13518,10,cb,10,1
1200,1.43391,13,cb,10,1
1200,0.95594,14,cb,10,1
1200,1.01568,16,cb,10,1
1200,1.19492,17,cb,10,1
1200,1.19492,19,cb,10,1
1200,0.71695,21,cb,10,1
1210,1.14378,6,cb,10,1
1210,0.80065,3,cb,10,1
1210,0.80065,8,cb,10,1
1210,0.85783,10,cb,10,1
1210,1.08659,13,cb,10,1
1210,1.0294,14,cb,10,1
1210,0.85783,16,cb,10,1
1210,0.97221,17,cb,10,1
1210,0.62908,19,cb,10,1
1210,1.25816,21,cb,10,1
1220,1.25427,6,cb,10,1
1220,1.13482,3,cb,10,1
1220,1.37373,8,cb,10,1
1220,0.77646,10,cb,10,1
1220,1.13482,13,cb,10,1
1220,1.13482,14,cb,10,1
1220,0.83618,16,cb,10,1
1220,1.19455,17,cb,10,1
1220,1.25427,19,cb,10,1
1220,1.13482,21,cb,10,1
1230,0.62795,6,cb,10,1
1230,1.08464,3,cb,10,1
1230,1.14173,8,cb,10,1
1230,1.54134,10,cb,10,1
1230,0.91338,13,cb,10,1
1230,1.08464,14,cb,10,1
1230,1.42716,16,cb,10,1
1230,1.08464,17,cb,10,1
1230,1.2559,19,cb,10,1
1230,0.39961,21,cb,10,1
1240,0.89819,6,cb,10,1
1240,0.89819,3,cb,10,1
1240,1.37723,8,cb,10,1
1240,0.95807,10,cb,10,1
1240,0.83831,13,cb,10,1
1240,1.07783,14,cb,10,1
1240,0.65868,16,cb,10,1
1240,1.01795,17,cb,10,1
1240,0.65868,19,cb,10,1
1240,1.97603,21,cb,10,1
1250,0.7431,6,cb,10,1
1250,1.25755,3,cb,10,1
1250,0.80026,8,cb,10,1
1250,1.08607,10,cb,10,1
1250,1.60052,13,cb,10,1
1250,1.14323,14,cb,10,1
1250,0.85742,16,cb,10,1
1250,1.20039,17,cb,10,1
1250,1.4862,19,cb,10,1
1250,0.80026,21,cb,10,1
1260,1.43359,6,cb,10,1
1260,1.13493,3,cb,10,1
1260,0.83626,8,cb,10,1
1260,0.896,10,cb,10,1
1260,0.1792,13,cb,10,1
1260,0.83626,14,cb,10,1
1260,1.19466,16,cb,10,1
1260,1.01546,17,cb,10,1
1260,1.37386,19,cb,10,1
1260,1.55306,21,cb,10,1
1270,1.26003,6,cb,10,1
1270,1.03094,3,cb,10,1
1270,1.14548,8,cb,10,1
1270,0.97366,10,cb,10,1
1270,1.66095,13,cb,10,1
1270,1.20276,14,cb,10,1
1270,1.31731,16,cb,10,1
1270,0.80184,17,cb,10,1
1270,0.80184,19,cb,10,1
1270,0.17182,21,cb,10,1
1280,1.07536,6,cb,10,1
1280,0.95587,3,cb,10,1
1280,1.25458,8,cb,10,1
1280,1.67278,10,cb,10,1
1280,1.55329,13,cb,10,1
1280,1.43381,14,cb,10,1
1280,0.89613,16,cb,10,1
1280,0.65716,17,cb,10,1
1280,0.89613,19,cb,10,1
1280,1.97148,21,cb,10,1
1290,0.85828,6,cb,10,1
1290,1.25881,3,cb,10,1
1290,0.6294,8,cb,10,1
1290,0.0,10,cb,10,1
1290,0.0,13,cb,10,1
1290,0.28609,14,cb,10,1
1290,1.14437,16,cb,10,1
1290,1.37324,17,cb,10,1
1290,0.68662,19,cb,10,1
1290,0.85828,21,cb,10,1
1300,0.77806,6,cb,10,1
1300,0.89776,3,cb,10,1
1300,0.83791,8,cb,10,1
1300,2.15463,10,cb,10,1
1300,2.03493,13,cb,10,1
1300,1.85538,14,cb,10,1
1300,1.19702,16,cb,10,1
1300,1.37657,17,cb,10,1
1300,0.35911,19,cb,10,1
1300,1.37657,21,cb,10,1
1310,1.54256,6,cb,10,1
1310,0.91411,3,cb,10,1
1310,1.59969,8,cb,10,1
1310,0.0,10,cb,10,1
1310,0.85698,13,cb,10,1
1310,0.51419,14,cb,10,1
1310,0.91411,16,cb,10,1
1310,0.68558,17,cb,10,1
1310,1.94248,19,cb,10,1
1310,0.85698,21,cb,10,1
1320,0.11954,6,cb,10,1
1320,0.77702,3,cb,10,1
1320,0.83679,8,cb,10,1
1320,1.97244,10,cb,10,1
1320,0.77702,13,cb,10,1
1320,1.31496,14,cb,10,1
1320,1.37473,16,cb,10,1
1320,1.55404,17,cb,10,1
1320,1.31496,19,cb,10,1
1320,1.13565,21,cb,10,1
1330,1.54109,6,cb,10,1
1330,1.54109,3,cb,10,1
1330,1.08447,8,cb,10,1
1330,1.14155,10,cb,10,1
1330,1.14155,13,cb,10,1
1330,1.19862,14,cb,10,1
1330,1.08447,16,cb,10,1
1330,0.85616,17,cb,10,1
1330,0.79908,19,cb,10,1
1330,1.02739,21,cb,10,1
1340,1.60231,6,cb,10,1
1340,0.34335,3,cb,10,1
1340,1.31618,8,cb,10,1
1340,0.97283,10,cb,10,1
1340,0.85838,13,cb,10,1
1340,0.85838,14,cb,10,1
1340,1.03005,16,cb,10,1
1340,1.14451,17,cb,10,1
1340,1.14451,19,cb,10,1
1340,1.20173,21,cb,10,1
1350,1.0143,6,cb,10,1
1350,0.77564,3,cb,10,1
1350,0.83531,8,cb,10,1
1350,0.95464,10,cb,10,1
1350,1.25296,13,cb,10,1
1350,1.1933,14,cb,10,1
1350,1.31263,16,cb,10,1
1350,1.0143,17,cb,10,1
1350,1.0143,19,cb,10,1
1350,0.95464,21,cb,10,1
1360,0.97135,6,cb,10,1
1360,2.28552,3,cb,10,1
1360,0.79993,8,cb,10,1
1360,1.08562,10,cb,10,1
1360,1.08562,13,cb,10,1
1360,1.31417,14,cb,10,1
1360,0.62852,16,cb,10,1
1360,0.79993,17,cb,10,1
1360,1.1999,19,cb,10,1
1360,0.79993,21,cb,10,1
1370,1.01842,6,cb,10,1
1370,0.05991,3,cb,10,1
1370,1.25804,8,cb,10,1
1370,1.07832,10,cb,10,1
1370,0.8986,13,cb,10,1
1370,1.01842,14,cb,10,1
1370,1.13823,16,cb,10,1
1370,1.55758,17,cb,10,1
1370,1.07832,19,cb,10,1
1370,1.55758,21,cb,10,1
1380,1.14229,6,cb,10,1
1380,1.94188,3,cb,10,1
1380,1.31363,8,cb,10,1
1380,1.02806,10,cb,10,1
1380,1.37074,13,cb,10,1
1380,1.25651,14,cb,10,1
1380,0.85671,16,cb,10,1
1380,0.85671,17,cb,10,1
1380,1.31363,19,cb,10,1
1380,0.91383,21,cb,10,1
1390,1.08315,6,cb,10,1
1390,1.14016,3,cb,10,1
1390,1.08315,8,cb,10,1
1390,1.14016,10,cb,10,1
1390,0.7411,13,cb,10,1
1390,0.79811,14,cb,10,1
1390,1.36819,16,cb,10,1
1390,0.85512,17,cb,10,1
1390,1.14016,19,cb,10,1
1390,1.08315,21,cb,10,1
1400,1.14307,6,cb,10,1
1400,0.62869,3,cb,10,1
1400,0.51438,8,cb,10,1
1400,0.51438,10,cb,10,1
1400,1.48599,13,cb,10,1
1400,0.97161,14,cb,10,1
1400,1.20022,16,cb,10,1
1400,1.31453,17,cb,10,1
1400,0.80015,19,cb,10,1
1400,0.743,21,cb,10,1
1410,1.19489,6,cb,10,1
1410,1.61311,3,cb,10,1
1410,1.43387,8,cb,10,1
1410,1.31438,10,cb,10,1
1410,1.01566,13,cb,10,1
1410,1.01566,14,cb,10,1
1410,0.95591,16,cb,10,1
1410,1.25464,17,cb,10,1
1410,1.13515,19,cb,10,1
1410,1.25464,21,cb,10,1
1420,0.85869,6,cb,10,1
1420,0.91593,3,cb,10,1
1420,1.14492,8,cb,10,1
1420,1.31665,10,cb,10,1
1420,0.97318,13,cb,10,1
1420,1.25941,14,cb,10,1
1420,1.14492,16,cb,10,1
1420,0.68695,17,cb,10,1
1420,0.97318,19,cb,10,1
1420,1.48839,21,cb,10,1
1430,0.95696,6,cb,10,1
1430,0.71772,3,cb,10,1
1430,1.25602,8,cb,10,1
1430,1.07658,10,cb,10,1
1430,0.89715,13,cb,10,1
1430,1.01677,14,cb,10,1
1430,1.13639,16,cb,10,1
1430,1.37564,17,cb,10,1
1430,1.25602,19,cb,10,1
1430,0.41867,21,cb,10,1
1440,1.31268,6,cb,10,1
1440,1.54098,3,cb,10,1
1440,0.8561,8,cb,10,1
1440,1.25561,10,cb,10,1
1440,1.25561,13,cb,10,1
1440,1.08439,14,cb,10,1
1440,0.97024,16,cb,10,1
1440,0.91317,17,cb,10,1
1440,1.14146,19,cb,10,1
1440,0.45659,21,cb,10,1
0,0.4193,6,cb,10,2
0,0.5391,3,cb,10,2
0,0.4193,8,cb,10,2
0,1.19799,10,cb,10,2
0,0.4193,13,cb,10,2
0,1.19799,14,cb,10,2
0,1.13809,16,cb,10,2
0,1.31779,17,cb,10,2
0,1.37769,19,cb,10,2
0,0.5391,21,cb,10,2
10,0.62867,6,cb,10,2
10,0.68582,3,cb,10,2
10,0.40006,8,cb,10,2
10,0.85727,10,cb,10,2
10,0.45721,13,cb,10,2
10,1.20018,14,cb,10,2
10,1.14303,16,cb,10,2
10,1.54309,17,cb,10,2
10,1.20018,19,cb,10,2
10,0.45721,21,cb,10,2
20,0.41938,6,cb,10,2
20,0.41938,3,cb,10,2
20,0.59911,8,cb,10,2
20,1.31804,10,cb,10,2
20,0.47929,13,cb,10,2
20,1.31804,14,cb,10,2
20,0.77884,16,cb,10,2
20,1.01849,17,cb,10,2
20,1.31804,19,cb,10,2
20,0.65902,21,cb,10,2
30,0.41869,6,cb,10,2
30,0.53832,3,cb,10,2
30,0.53832,8,cb,10,2
30,0.77757,10,cb,10,2
30,0.53832,13,cb,10,2
30,0.83738,14,cb,10,2
30,1.07663,16,cb,10,2
30,0.95701,17,cb,10,2
30,1.07663,19,cb,10,2
30,0.41869,21,cb,10,2
40,0.62761,6,cb,10,2
40,0.5135,3,cb,10,2
40,0.5135,8,cb,10,2
40,1.31228,10,cb,10,2
40,0.57056,13,cb,10,2
40,0.96994,14,cb,10,2
40,1.027,16,cb,10,2
40,1.14111,17,cb,10,2
40,1.25522,19,cb,10,2
40,0.57056,21,cb,10,2
50,0.74244,6,cb,10,2
50,0.62822,3,cb,10,2
50,0.39978,8,cb,10,2
50,1.02799,10,cb,10,2
50,0.62822,13,cb,10,2
50,1.19933,14,cb,10,2
50,1.02799,16,cb,10,2
50,1.54199,17,cb,10,2
50,1.31355,19,cb,10,2
50,0.39978,21,cb,10,2
60,0.83776,6,cb,10,2
60,0.47872,3,cb,10,2
60,0.5984,8,cb,10,2
60,0.5984,10,cb,10,2
60,0.47872,13,cb,10,2
60,1.07712,14,cb,10,2
60,0.77792,16,cb,10,2
60,1.01728,17,cb,10,2
60,0.77792,19,cb,10,2
60,0.53856,21,cb,10,2
70,0.65684,6,cb,10,2
70,0.23885,3,cb,10,2
70,0.83597,8,cb,10,2
70,1.07482,10,cb,10,2
70,0.65684,13,cb,10,2
70,1.19425,14,cb,10,2
70,0.59712,16,cb,10,2
70,1.07482,17,cb,10,2
70,0.89569,19,cb,10,2
70,0.59712,21,cb,10,2
80,0.45871,6,cb,10,2
80,0.63072,3,cb,10,2
80,0.7454,8,cb,10,2
80,1.43347,10,cb,10,2
80,0.68806,13,cb,10,2
80,0.97476,14,cb,10,2
80,1.14677,16,cb,10,2
80,1.31879,17,cb,10,2
80,1.4908,19,cb,10,2
80,0.68806,21,cb,10,2
90,0.47896,6,cb,10,2
90,0.47896,3,cb,10,2
90,0.47896,8,cb,10,2
90,0.71845,10,cb,10,2
90,0.47896,13,cb,10,2
90,0.89806,14,cb,10,2
90,1.19741,16,cb,10,2
90,0.77832,17,cb,10,2
90,0.83819,19,cb,10,2
90,0.41909,21,cb,10,2
100,0.47922,6,cb,10,2
100,0.71882,3,cb,10,2
100,0.65892,8,cb,10,2
100,1.31784,10,cb,10,2
100,0.65892,13,cb,10,2
100,1.31784,14,cb,10,2
100,0.95843,16,cb,10,2
100,1.25794,17,cb,10,2
100,1.19804,19,cb,10,2
100,0.47922,21,cb,10,2
110,0.41881,6,cb,10,2
110,0.65813,3,cb,10,2
110,0.47864,8,cb,10,2
110,1.13677,10,cb,10,2
110,0.71796,13,cb,10,2
110,1.25644,14,cb,10,2
110,1.49576,16,cb,10,2
110,1.31627,17,cb,10,2
110,1.31627,19,cb,10,2
110,0.47864,21,cb,10,2
120,0.51425,6,cb,10,2
120,0.68567,3,cb,10,2
120,0.45711,8,cb,10,2
120,1.08564,10,cb,10,2
120,0.68567,13,cb,10,2
120,0.91422,14,cb,10,2
120,1.19992,16,cb,10,2
120,0.51425,17,cb,10,2
120,0.79995,19,cb,10,2
120,0.68567,21,cb,10,2
130,0.51351,6,cb,10,2
130,0.22823,3,cb,10,2
130,0.39939,8,cb,10,2
130,0.85585,10,cb,10,2
130,0.51351,13,cb,10,2
130,0.57056,14,cb,10,2
130,0.68468,16,cb,10,2
130,1.3123,17,cb,10,2
130,0.9129,19,cb,10,2
130,0.45645,21,cb,10,2
140,0.74299,6,cb,10,2
140,0.74299,3,cb,10,2
140,0.68584,8,cb,10,2
140,1.20022,10,cb,10,2
140,0.51438,13,cb,10,2
140,1.42883,14,cb,10,2
140,1.25737,16,cb,10,2
140,1.31452,17,cb,10,2
140,1.31452,19,cb,10,2
140,0.8573,21,cb,10,2
150,0.77795,6,cb,10,2
150,0.77795,3,cb,10,2
150,0.77795,8,cb,10,2
150,1.19685,10,cb,10,2
150,0.77795,13,cb,10,2
150,0.95748,14,cb,10,2
150,1.37638,16,cb,10,2
150,1.01732,17,cb,10,2
150,1.19685,19,cb,10,2
150,0.53858,21,cb,10,2
160,0.83797,6,cb,10,2
160,0.5387,3,cb,10,2
160,0.5387,8,cb,10,2
160,0.59855,10,cb,10,2
160,0.77812,13,cb,10,2
160,1.19711,14,cb,10,2
160,1.37667,16,cb,10,2
160,0.89783,17,cb,10,2
160,0.83797,19,cb,10,2
160,0.83797,21,cb,10,2
170,0.74353,6,cb,10,2
170,0.80072,3,cb,10,2
170,0.74353,8,cb,10,2
170,1.31547,10,cb,10,2
170,0.51475,13,cb,10,2
170,1.0295,14,cb,10,2
170,0.9723,16,cb,10,2
170,1.14389,17,cb,10,2
170,1.14389,19,cb,10,2
170,0.74353,21,cb,10,2
180,0.74248,6,cb,10,2
180,0.51402,3,cb,10,2
180,0.51402,8,cb,10,2
180,1.14227,10,cb,10,2
180,0.62825,13,cb,10,2
180,1.2565,14,cb,10,2
180,1.37073,16,cb,10,2
180,1.08516,17,cb,10,2
180,0.97093,19,cb,10,2
180,0.74248,21,cb,10,2
190,0.83741,6,cb,10,2
190,0.7776,3,cb,10,2
190,0.53834,8,cb,10,2
190,1.07667,10,cb,10,2
190,0.53834,13,cb,10,2
190,0.71778,14,cb,10,2
190,1.49538,16,cb,10,2
190,1.13649,17,cb,10,2
190,1.25612,19,cb,10,2
190,0.53834,21,cb,10,2
200,0.8572,6,cb,10,2
200,0.74291,3,cb,10,2
200,0.51432,8,cb,10,2
200,1.08579,10,cb,10,2
200,0.91435,13,cb,10,2
200,1.37152,14,cb,10,2
200,1.48581,16,cb,10,2
200,1.25723,17,cb,10,2
200,1.14293,19,cb,10,2
200,0.74291,21,cb,10,2
210,0.65804,6,cb,10,2
210,0.89732,3,cb,10,2
210,0.53839,8,cb,10,2
210,1.01697,10,cb,10,2
210,0.59822,13,cb,10,2
210,0.89732,14,cb,10,2
210,1.85447,16,cb,10,2
210,0.8375,17,cb,10,2
210,0.77768,19,cb,10,2
210,0.53839,21,cb,10,2
220,0.85397,6,cb,10,2
220,0.85397,3,cb,10,2
220,0.74011,8,cb,10,2
220,1.02477,10,cb,10,2
220,0.56932,13,cb,10,2
220,1.42329,14,cb,10,2
220,1.48022,16,cb,10,2
220,1.2525,17,cb,10,2
220,1.53715,19,cb,10,2
220,0.74011,21,cb,10,2
230,0.85842,6,cb,10,2
230,0.85842,3,cb,10,2
230,0.51505,8,cb,10,2
230,0.97287,10,cb,10,2
230,0.74396,13,cb,10,2
230,0.0,14,cb,10,2
230,1.48792,16,cb,10,2
230,0.51505,17,cb,10,2
230,0.80119,19,cb,10,2
230,0.68673,21,cb,10,2
240,0.57067,6,cb,10,2
240,0.57067,3,cb,10,2
240,0.85601,8,cb,10,2
240,1.19841,10,cb,10,2
240,0.74187,13,cb,10,2
240,1.94029,14,cb,10,2
240,1.19841,16,cb,10,2
240,1.31255,17,cb,10,2
240,1.08428,19,cb,10,2
240,0.57067,21,cb,10,2
250,0.94737,6,cb,10,2
250,0.94737,3,cb,10,2
250,0.88816,8,cb,10,2
250,0.88816,10,cb,10,2
250,0.88816,13,cb,10,2
250,0.88816,14,cb,10,2
250,1.36185,16,cb,10,2
250,1.24342,17,cb,10,2
250,1.24342,19,cb,10,2
